statement_id,source_artifact_id,source_representation_id,location,location_detail,source_wording,status,repetition_class,repetition_basis,repetition_peer_statement_ids,evidence_strength,notes
STMT-HN-0472,SRC-HN-001,SREP-HN-001,table:0|row:14|col:2,table_cell,Specialty,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0473,SRC-HN-001,SREP-HN-001,table:1|row:0|col:0,table_cell,Template,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0474,SRC-HN-001,SREP-HN-001,table:1|row:0|col:1,table_cell,Core recipe,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0475,SRC-HN-001,SREP-HN-001,table:1|row:0|col:2,table_cell,Primary targets,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0476,SRC-HN-001,SREP-HN-001,table:1|row:1|col:0,table_cell,Salmon + lentils + broccoli,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0158;STMT-HN-0308,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0477,SRC-HN-001,SREP-HN-001,table:1|row:1|col:1,table_cell,"Salmon, lentils, broccoli, olive oil, lemon, herbs",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0478,SRC-HN-001,SREP-HN-001,table:1|row:1|col:2,table_cell,"Protein, EPA/DHA, selenium, B12, iron, folate, fiber",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0479,SRC-HN-001,SREP-HN-001,table:1|row:2|col:0,table_cell,Beef + mushrooms + lentils,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0480,SRC-HN-001,SREP-HN-001,table:1|row:2|col:1,table_cell,"Lean beef, lentils, mushrooms, carrots, broccoli, olive oil",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0481,SRC-HN-001,SREP-HN-001,table:1|row:2|col:2,table_cell,"Iron, zinc, B12, protein, folate, magnesium",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0482,SRC-HN-001,SREP-HN-001,table:1|row:3|col:0,table_cell,Egg + mushroom + sweet potato,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0314,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0483,SRC-HN-001,SREP-HN-001,table:1|row:3|col:1,table_cell,"Eggs, mushrooms, spinach, sweet potato, avocado, pumpkin seeds",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0484,SRC-HN-001,SREP-HN-001,table:1|row:3|col:2,table_cell,"Protein, choline, B vitamins, magnesium, zinc",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0485,SRC-HN-001,SREP-HN-001,table:1|row:4|col:0,table_cell,Sardine Mediterranean plate,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0126;STMT-HN-0178;STMT-HN-0317,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0486,SRC-HN-001,SREP-HN-001,table:1|row:4|col:1,table_cell,"Sardines, potato/sweet potato, greens, broccoli, olives, lemon",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0487,SRC-HN-001,SREP-HN-001,table:1|row:4|col:2,table_cell,"Omega-3, B12, selenium, vitamin D, calcium",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0488,SRC-HN-001,SREP-HN-001,table:1|row:5|col:0,table_cell,Moroccan chicken + chickpeas,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0129;STMT-HN-0175;STMT-HN-0320,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0489,SRC-HN-001,SREP-HN-001,table:1|row:5|col:1,table_cell,"Chicken, chickpeas, carrots, greens, cumin, coriander, turmeric, lemon",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0490,SRC-HN-001,SREP-HN-001,table:1|row:5|col:2,table_cell,"Protein, folate, magnesium, fiber, phytochemicals",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0491,SRC-HN-001,SREP-HN-001,table:1|row:6|col:0,table_cell,Greek yogurt + berries + seeds,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0160;STMT-HN-0323,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0492,SRC-HN-001,SREP-HN-001,table:1|row:6|col:1,table_cell,"Greek yogurt, berries, walnuts, pumpkin seeds, chia, cinnamon",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0493,SRC-HN-001,SREP-HN-001,table:1|row:6|col:2,table_cell,"Protein, polyphenols, magnesium, zinc",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0494,SRC-HN-001,SREP-HN-001,table:2|row:0|col:0,table_cell,Evidence domain,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0495,SRC-HN-001,SREP-HN-001,table:2|row:0|col:1,table_cell,Level,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0496,SRC-HN-001,SREP-HN-001,table:2|row:0|col:2,table_cell,Interpretation,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0497,SRC-HN-001,SREP-HN-001,table:2|row:1|col:0,table_cell,Traditional/ethnomedical use,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0498,SRC-HN-001,SREP-HN-001,table:2|row:1|col:1,table_cell,Documented,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0501,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0499,SRC-HN-001,SREP-HN-001,table:2|row:1|col:2,table_cell,Use in scalp/skin and other conditions varies by tradition and geography.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0500,SRC-HN-001,SREP-HN-001,table:2|row:2|col:0,table_cell,Ayurvedic institutional use,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0501,SRC-HN-001,SREP-HN-001,table:2|row:2|col:1,table_cell,Documented,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0498,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0502,SRC-HN-001,SREP-HN-001,table:2|row:2|col:2,table_cell,Scalp/hair oil use for lustre is described by an Ayurveda institution.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0503,SRC-HN-001,SREP-HN-001,table:2|row:3|col:0,table_cell,Phytochemistry,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0504,SRC-HN-001,SREP-HN-001,table:2|row:3|col:1,table_cell,Strong,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0505,SRC-HN-001,SREP-HN-001,table:2|row:3|col:2,table_cell,"Essential oil contains monoterpenes, sesquiterpenes and phenylpropanoids; composition varies with source/extraction.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0506,SRC-HN-001,SREP-HN-001,table:2|row:4|col:0,table_cell,Antimicrobial/anti-inflammatory activity,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0507,SRC-HN-001,SREP-HN-001,table:2|row:4|col:1,table_cell,Preclinical/experimental,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0508,SRC-HN-001,SREP-HN-001,table:2|row:4|col:2,table_cell,"Biological activities are reported, but translation to hair regrowth is uncertain.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0509,SRC-HN-001,SREP-HN-001,table:2|row:5|col:0,table_cell,Animal hair-growth evidence,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0510,SRC-HN-001,SREP-HN-001,table:2|row:5|col:1,table_cell,Preclinical,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0511,SRC-HN-001,SREP-HN-001,table:2|row:5|col:2,table_cell,Some extract/hair-tonic studies exist; not equivalent to human efficacy.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0512,SRC-HN-001,SREP-HN-001,table:2|row:6|col:0,table_cell,Human hair-regrowth clinical evidence,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0513,SRC-HN-001,SREP-HN-001,table:2|row:6|col:1,table_cell,Insufficient,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0514,SRC-HN-001,SREP-HN-001,table:2|row:6|col:2,table_cell,Do not claim proven regrowth from current evidence.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
