statement_id,source_artifact_id,source_representation_id,location,location_detail,source_wording,pass1_repetition_class,statement_kind,claim_status,actionability_class,epistemic_scope,independence,evidence_relation,evidence_strength,ambiguity_flag,classification_notes
STMT-HN-0085,SRC-HN-002,SREP-HN-002,table:0|row:12|col:1,table_cell,"ROS participate in signaling, but excessive oxidative stress can damage mitochondria and cells.",unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0086,SRC-HN-002,SREP-HN-002,table:0|row:12|col:2,table_cell,Treat underlying deficiency/inflammation rather than megadosing antioxidants.,unclear,clinical_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a clinical/hair-related proposition in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0087,SRC-HN-002,SREP-HN-002,table:0|row:13|col:0,table_cell,Thyroid physiology,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0088,SRC-HN-002,SREP-HN-002,table:0|row:13|col:1,table_cell,Thyroid hormones affect metabolic and follicular biology.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0089,SRC-HN-002,SREP-HN-002,table:0|row:13|col:2,table_cell,Evaluate when symptoms/history or diffuse shedding suggests endocrine involvement.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0090,SRC-HN-002,SREP-HN-002,table:1|row:0|col:0,table_cell,Tier,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0091,SRC-HN-002,SREP-HN-002,table:1|row:0|col:1,table_cell,Tests,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0092,SRC-HN-002,SREP-HN-002,table:1|row:0|col:2,table_cell,Purpose,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0093,SRC-HN-002,SREP-HN-002,table:1|row:1|col:0,table_cell,Core,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0094,SRC-HN-002,SREP-HN-002,table:1|row:1|col:1,table_cell,CBC; ferritin; serum iron; TIBC/transferrin; transferrin saturation; CMP; TSH; free T4; 25-OH vitamin D,unclear,laboratory_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0095,SRC-HN-002,SREP-HN-002,table:1|row:1|col:2,table_cell,"Anemia/iron status, organ function, thyroid screening and vitamin-D status.",unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0096,SRC-HN-002,SREP-HN-002,table:1|row:2|col:0,table_cell,Micronutrients,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0097,SRC-HN-002,SREP-HN-002,table:1|row:2|col:1,table_cell,Zinc; copper; ceruloplasmin; magnesium; B12; folate,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0098,SRC-HN-002,SREP-HN-002,table:1|row:2|col:2,table_cell,Identify plausible nutritional/cofactor problems.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0099,SRC-HN-002,SREP-HN-002,table:1|row:3|col:0,table_cell,Thyroid expansion,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0100,SRC-HN-002,SREP-HN-002,table:1|row:3|col:1,table_cell,Free T3; TPO antibody; thyroglobulin antibody when clinically indicated,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0101,SRC-HN-002,SREP-HN-002,table:1|row:3|col:2,table_cell,Clarify thyroid physiology/autoimmunity when appropriate.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0102,SRC-HN-002,SREP-HN-002,table:1|row:4|col:0,table_cell,Metabolic,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0103,SRC-HN-002,SREP-HN-002,table:1|row:4|col:1,table_cell,Fasting glucose; HbA1c; fasting insulin; lipid panel,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0104,SRC-HN-002,SREP-HN-002,table:1|row:4|col:2,table_cell,"Context for insulin/IGF-1, metabolic health and nutrient signaling.",unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0105,SRC-HN-002,SREP-HN-002,table:1|row:5|col:0,table_cell,B1/mitochondrial hypothesis,unclear,hypothesis,candidate,none,source_hypothesis,unclear,,0,none,Wording is framed as possibility/proposal rather than settled assertion. Not evaluated for factual truth; historical source wording only.
STMT-HN-0106,SRC-HN-002,SREP-HN-002,table:1|row:5|col:1,table_cell,Whole-blood thiamine diphosphate (ThDP/TDP); lactate; pyruvate; MMA; homocysteine,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0107,SRC-HN-002,SREP-HN-002,table:1|row:5|col:2,table_cell,Investigate specific B1/B-vitamin/energy-metabolism hypotheses.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0108,SRC-HN-002,SREP-HN-002,table:1|row:6|col:0,table_cell,Specialized / research,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0109,SRC-HN-002,SREP-HN-002,table:1|row:6|col:1,table_cell,Plasma amino acids; acylcarnitine profile; urine organic acids; CoQ10; carnitine,unclear,laboratory_claim,candidate,informational,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0110,SRC-HN-002,SREP-HN-002,table:1|row:6|col:2,table_cell,Reserve for a clinician-directed metabolic workup; not routine hair-loss tests.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0111,SRC-HN-002,SREP-HN-002,table:1|row:7|col:0,table_cell,Research Wnt,unclear,mechanistic,non_claim,none,unclear,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0112,SRC-HN-002,SREP-HN-002,table:1|row:7|col:1,table_cell,Active/non-phosphorylated β-catenin; nuclear localization; AXIN2; LEF1/TCF and pathway components,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0113,SRC-HN-002,SREP-HN-002,table:1|row:7|col:2,table_cell,Research-level assessment of pathway activity; not a routine blood panel.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0114,SRC-HN-002,SREP-HN-002,table:2|row:0|col:0,table_cell,Meal,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0115,SRC-HN-002,SREP-HN-002,table:2|row:0|col:1,table_cell,Core ingredients,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0116,SRC-HN-002,SREP-HN-002,table:2|row:0|col:2,table_cell,Primary nutritional role,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0117,SRC-HN-002,SREP-HN-002,table:2|row:1|col:0,table_cell,Salmon + lentils bowl,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0118,SRC-HN-002,SREP-HN-002,table:2|row:1|col:1,table_cell,Salmon; lentils; broccoli; mushrooms; olive oil; lemon; herbs,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0119,SRC-HN-002,SREP-HN-002,table:2|row:1|col:2,table_cell,Protein + EPA/DHA + selenium + B12 + iron/folate + fiber,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
